book_id,title,authors,average_rating,text
8279,Peak (Peak #1),Roland Smith,3.98,Peak (Peak #1) by Roland Smith
8280,"One Step Behind  (Kurt Wallander, #7)","Henning Mankell, Ebba Segerberg",4.08,"One Step Behind  (Kurt Wallander, #7) by Henning Mankell, Ebba Segerberg"
8281,The Devil's Alternative,Frederick Forsyth,4.0,The Devil's Alternative by Frederick Forsyth
8282,Faithful,Alice Hoffman,4.02,Faithful by Alice Hoffman
8283,"Sovereign (Matthew Shardlake, #3)",C.J. Sansom,4.28,"Sovereign (Matthew Shardlake, #3) by C.J. Sansom"
8284,Envy,Sandra Brown,4.15,Envy by Sandra Brown
8285,Batman and Son,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",3.81,"Batman and Son by Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang"
8286,On Food and Cooking: The Science and Lore of the Kitchen,Harold McGee,4.48,On Food and Cooking: The Science and Lore of the Kitchen by Harold McGee
8287,"Magic and Other Misdemeanors (The Sisters Grimm, #5)","Michael Buckley, Peter Ferguson",4.29,"Magic and Other Misdemeanors (The Sisters Grimm, #5) by Michael Buckley, Peter Ferguson"
8288,"In Bed with a Highlander (McCabe Trilogy, #1)",Maya Banks,4.05,"In Bed with a Highlander (McCabe Trilogy, #1) by Maya Banks"
8289,The Confessions of Nat Turner,William Styron,3.96,The Confessions of Nat Turner by William Styron
8290,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,3.84,Please Stop Laughing at Me... One Woman's Inspirational Story by Jodee Blanco
8291,"Rule of Two (Star Wars: Darth Bane, #2)",Drew Karpyshyn,4.15,"Rule of Two (Star Wars: Darth Bane, #2) by Drew Karpyshyn"
8292,A Girl Like You,Gemma Burgess,3.95,A Girl Like You by Gemma Burgess
8293,"Sincerely, Carter (Sincerely Carter, #1)",Whitney G.,4.1,"Sincerely, Carter (Sincerely Carter, #1) by Whitney G."
8294,The Android's Dream,John Scalzi,3.97,The Android's Dream by John Scalzi
8295,The Stories of Eva Luna,Isabel Allende,3.96,The Stories of Eva Luna by Isabel Allende
8296,Awakening the Buddha Within: Tibetan Wisdom for the Western World,Lama Surya Das,4.18,Awakening the Buddha Within: Tibetan Wisdom for the Western World by Lama Surya Das
8297,Long Time Coming,Edie Claire,3.77,Long Time Coming by Edie Claire
8298,Story of a Girl,Sara Zarr,3.67,Story of a Girl by Sara Zarr
8299,High Heat (Jack Reacher #17.5),Lee Child,3.93,High Heat (Jack Reacher #17.5) by Lee Child
8300,Orphan Number Eight,Kim van Alkemade,3.69,Orphan Number Eight by Kim van Alkemade
8301,"Delusion in Death (In Death, #35)",J.D. Robb,4.31,"Delusion in Death (In Death, #35) by J.D. Robb"
8302,"Field of Dishonor (Honor Harrington, #4)",David Weber,4.19,"Field of Dishonor (Honor Harrington, #4) by David Weber"
8303,How Music Works,David Byrne,3.95,How Music Works by David Byrne
8304,Save the Date,Mary Kay Andrews,3.87,Save the Date by Mary Kay Andrews
8305,Oracle Night,Paul Auster,3.77,Oracle Night by Paul Auster
8306,"Time and Again (Time, #1)",Jack Finney,3.98,"Time and Again (Time, #1) by Jack Finney"
8307,One Lavender Ribbon,Heather Burch,3.78,One Lavender Ribbon by Heather Burch
8308,Run Baby Run,"Nicky Cruz, Jamie Buckingham",4.21,"Run Baby Run by Nicky Cruz, Jamie Buckingham"
8309,Fences (The Century Cycle #6),August Wilson,3.84,Fences (The Century Cycle #6) by August Wilson
8310,Tortured for Christ N/E,Richard Wurmbrand,4.34,Tortured for Christ N/E by Richard Wurmbrand
8311,The Two-Family House,Lynda Cohen Loigman,3.94,The Two-Family House by Lynda Cohen Loigman
8312,Miracles,C.S. Lewis,4.08,Miracles by C.S. Lewis
8313,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else","Daniel Coyle, John Farrell",4.07,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else by Daniel Coyle, John Farrell"
8314,Dear Daughter,Elizabeth Little,3.44,Dear Daughter by Elizabeth Little
8315,The Mermaid's Sister,Carrie Anne Noble,3.64,The Mermaid's Sister by Carrie Anne Noble
8316,"The Inimitable Jeeves (Jeeves, #2)",P.G. Wodehouse,4.26,"The Inimitable Jeeves (Jeeves, #2) by P.G. Wodehouse"
8317,"Dragons of Summer Flame (Dragonlance: The Second Generation, #2)","Margaret Weis, Tracy Hickman",3.84,"Dragons of Summer Flame (Dragonlance: The Second Generation, #2) by Margaret Weis, Tracy Hickman"
8318,"The Secret Speech (Leo Demidov, #2)",Tom Rob Smith,3.78,"The Secret Speech (Leo Demidov, #2) by Tom Rob Smith"
8319,"Star Island (Skink, #6)",Carl Hiaasen,3.44,"Star Island (Skink, #6) by Carl Hiaasen"
8320,Un Lun Dun,China Miéville,3.81,Un Lun Dun by China Miéville
8321,"Death Note, Vol. 5: Whiteout (Death Note, #5)","Tsugumi Ohba, Takeshi Obata",4.35,"Death Note, Vol. 5: Whiteout (Death Note, #5) by Tsugumi Ohba, Takeshi Obata"
8322,"Heat Rises (Nikki Heat, #3)",Richard Castle,3.92,"Heat Rises (Nikki Heat, #3) by Richard Castle"
8323,Homicide: A Year on the Killing Streets,David Simon,4.38,Homicide: A Year on the Killing Streets by David Simon
8324,"Mrs. Mike (Mrs. Mike, #1)","Benedict Freedman, Nancy Freedman",4.13,"Mrs. Mike (Mrs. Mike, #1) by Benedict Freedman, Nancy Freedman"
8325,A Work in Progress,Connor Franta,4.36,A Work in Progress by Connor Franta
8326,The Enchanted,Rene Denfeld,3.96,The Enchanted by Rene Denfeld
8327,"The Left Hand of God (The Left Hand of God, #1)",Paul  Hoffman,3.66,"The Left Hand of God (The Left Hand of God, #1) by Paul  Hoffman"
8328,How to Love,Katie Cotugno,3.73,How to Love by Katie Cotugno
8329,Paris to the Moon,Adam Gopnik,3.75,Paris to the Moon by Adam Gopnik
8330,You Against Me,Jenny Downham,3.7,You Against Me by Jenny Downham
8331,A Dog's Life: The Autobiography of a Stray,Ann M. Martin,4.18,A Dog's Life: The Autobiography of a Stray by Ann M. Martin
8332,"The Will of the Empress (Circle Reforged, #1)",Tamora Pierce,4.15,"The Will of the Empress (Circle Reforged, #1) by Tamora Pierce"
8333,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs","Tyler Hamilton, Daniel Coyle",4.32,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs by Tyler Hamilton, Daniel Coyle"
8334,"Doctor No (James Bond, #6)",Ian Fleming,3.76,"Doctor No (James Bond, #6) by Ian Fleming"
8335,Ripper,"Isabel Allende, Oliver Brock, Frank Wynne",3.24,"Ripper by Isabel Allende, Oliver Brock, Frank Wynne"
8336,ماهی سیاه کوچولو,Samad Behrangi,4.11,ماهی سیاه کوچولو by Samad Behrangi
8337,Fifth Business,Robertson Davies,4.04,Fifth Business by Robertson Davies
8338,"Hello, Cupcake","Alan    Richardson, Karen Tack",4.05,"Hello, Cupcake by Alan    Richardson, Karen Tack"
8339,"Monster Hunter Vendetta (Monster Hunter International, #2)",Larry Correia,4.24,"Monster Hunter Vendetta (Monster Hunter International, #2) by Larry Correia"
8340,Nights of Rain and Stars,Maeve Binchy,3.67,Nights of Rain and Stars by Maeve Binchy
8341,"Big Nate on a Roll (Big Nate Novels, #3)",Lincoln Peirce,4.32,"Big Nate on a Roll (Big Nate Novels, #3) by Lincoln Peirce"
8342,"Wife by Wednesday (The Weekday Brides, #1)",Catherine Bybee,3.77,"Wife by Wednesday (The Weekday Brides, #1) by Catherine Bybee"
8343,"The New Bedside, Bathtub and Armchair Companion to Agatha Christie","Dick Riley, Pam McAllister, Bruce Cassiday",4.23,"The New Bedside, Bathtub and Armchair Companion to Agatha Christie by Dick Riley, Pam McAllister, Bruce Cassiday"
8344,"Dominic (Slater Brothers, #1)",L.A. Casey,4.08,"Dominic (Slater Brothers, #1) by L.A. Casey"
8345,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)",Kresley Cole,4.28,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1) by Kresley Cole"
8346,Glitter and Glue,Kelly Corrigan,3.76,Glitter and Glue by Kelly Corrigan
8347,A Night to Remember,"Walter Lord, Nathaniel Philbrick",4.0,"A Night to Remember by Walter Lord, Nathaniel Philbrick"
8348,The Lonely Polygamist,Brady Udall,3.5,The Lonely Polygamist by Brady Udall
8349,Stormy Weather,Carl Hiaasen,3.94,Stormy Weather by Carl Hiaasen
8350,That Old Cape Magic,"Richard Russo, Arthur Morey",3.3,"That Old Cape Magic by Richard Russo, Arthur Morey"
8351,"The Darkest Hour (KGI, #1)",Maya Banks,4.17,"The Darkest Hour (KGI, #1) by Maya Banks"
8352,The Devil All the Time,Donald Ray Pollock,4.09,The Devil All the Time by Donald Ray Pollock
8353,A Long Way Home,Saroo Brierley,4.12,A Long Way Home by Saroo Brierley
8354,"Twilight (Warriors: The New Prophecy, #5)",Erin Hunter,4.3,"Twilight (Warriors: The New Prophecy, #5) by Erin Hunter"
8355,Istanbul: Memories and the City,Orhan Pamuk,3.77,Istanbul: Memories and the City by Orhan Pamuk
8356,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,"Clare Naylor, Mimi Hare",3.52,"The Second Assistant: A Tale from the Bottom of the Hollywood Ladder by Clare Naylor, Mimi Hare"
8357,Martin Chuzzlewit,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",3.82,"Martin Chuzzlewit by Charles Dickens, Patricia Ingham, Hablot Knight Browne"
8358,"Darkness, Be My Friend (Tomorrow, #4)",John Marsden,4.11,"Darkness, Be My Friend (Tomorrow, #4) by John Marsden"
8359,UR,Stephen King,3.65,UR by Stephen King
8360,Tales of the South Pacific,James A. Michener,4.03,Tales of the South Pacific by James A. Michener
8361,A Bend in the River,V.S. Naipaul,3.77,A Bend in the River by V.S. Naipaul
8362,Evicted: Poverty and Profit in the American City,Matthew Desmond,4.48,Evicted: Poverty and Profit in the American City by Matthew Desmond
8363,"The Assassin and the Empire (Throne of Glass, #0.5)",Sarah J. Maas,4.42,"The Assassin and the Empire (Throne of Glass, #0.5) by Sarah J. Maas"
8364,"Misbehaving (Sea Breeze, #6)",Abbi Glines,4.18,"Misbehaving (Sea Breeze, #6) by Abbi Glines"
8365,"The Invisible Library (The Invisible Library, #1)",Genevieve Cogman,3.73,"The Invisible Library (The Invisible Library, #1) by Genevieve Cogman"
8366,Saint Maybe,Anne Tyler,3.88,Saint Maybe by Anne Tyler
8367,Embroideries,"Marjane Satrapi, Anjali Singh",3.82,"Embroideries by Marjane Satrapi, Anjali Singh"
8368,Deep and Dark and Dangerous (A Ghost Story),Mary Downing Hahn,4.22,Deep and Dark and Dangerous (A Ghost Story) by Mary Downing Hahn
8369,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon","Melissa Anelli, J.K. Rowling",4.09,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon by Melissa Anelli, J.K. Rowling"
8370,Marcelo in the Real World,Francisco X. Stork,3.95,Marcelo in the Real World by Francisco X. Stork
8371,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",Stephen King,4.52,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix by Stephen King"
8372,Daun Yang Jatuh Tak Pernah Membenci Angin,Tere Liye,3.97,Daun Yang Jatuh Tak Pernah Membenci Angin by Tere Liye
8373,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",Brandon Sanderson,3.87,"Alcatraz Versus the Evil Librarians (Alcatraz, #1) by Brandon Sanderson"
8374,Darth Vader and Son,Jeffrey Brown,4.14,Darth Vader and Son by Jeffrey Brown
8375,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.03,Darwin's Dangerous Idea: Evolution and the Meanings of Life by Daniel C. Dennett
8376,"Pani Jeziora (Saga o Wiedźminie, #7)",Andrzej Sapkowski,4.28,"Pani Jeziora (Saga o Wiedźminie, #7) by Andrzej Sapkowski"
8377,"Open Season (Joe Pickett, #1)",C.J. Box,3.91,"Open Season (Joe Pickett, #1) by C.J. Box"
8378,"Palace of Stone (Princess Academy, #2)",Shannon Hale,3.95,"Palace of Stone (Princess Academy, #2) by Shannon Hale"
8379,Hausfrau,Jill Alexander Essbaum,3.24,Hausfrau by Jill Alexander Essbaum
8380,Legally Blonde,Amanda Brown,3.68,Legally Blonde by Amanda Brown
8381,"Truthwitch (The Witchlands, #1)",Susan Dennard,3.93,"Truthwitch (The Witchlands, #1) by Susan Dennard"
8382,1421: The Year China Discovered America,Gavin Menzies,3.58,1421: The Year China Discovered America by Gavin Menzies
8383,A Wrinkle in Time: The Graphic Novel,"Hope Larson, Madeleine L'Engle",3.95,"A Wrinkle in Time: The Graphic Novel by Hope Larson, Madeleine L'Engle"
8384,Heartburn,Nora Ephron,3.57,Heartburn by Nora Ephron
8385,Tigers in Red Weather,Liza Klaussmann,3.42,Tigers in Red Weather by Liza Klaussmann
8386,Hornet Flight,Ken Follett,3.83,Hornet Flight by Ken Follett
8387,"The White Lioness (Kurt Wallander, #3)","Henning Mankell, Laurie Thompson",3.84,"The White Lioness (Kurt Wallander, #3) by Henning Mankell, Laurie Thompson"
8388,"Elven Star (The Death Gate Cycle, #2)","Margaret Weis, Tracy Hickman",3.98,"Elven Star (The Death Gate Cycle, #2) by Margaret Weis, Tracy Hickman"
8389,Flight,Sherman Alexie,3.89,Flight by Sherman Alexie
8390,Philosophical Investigations,"Ludwig Wittgenstein, G.E.M. Anscombe",4.23,"Philosophical Investigations by Ludwig Wittgenstein, G.E.M. Anscombe"
8391,"Endure (Need, #4)",Carrie Jones,4.08,"Endure (Need, #4) by Carrie Jones"
8392,"Kaleidoscope Hearts (Hearts, #1)",Claire Contreras,4.06,"Kaleidoscope Hearts (Hearts, #1) by Claire Contreras"
8393,"Enemy of God (The Warlord Chronicles, #2)",Bernard Cornwell,4.38,"Enemy of God (The Warlord Chronicles, #2) by Bernard Cornwell"
8394,"Cage (Corps Security, #2)",Harper Sloan,4.29,"Cage (Corps Security, #2) by Harper Sloan"
8395,Mud Vein,Tarryn Fisher,4.11,Mud Vein by Tarryn Fisher
8396,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",4.18,"Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source by Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod"
8397,Ice Hunt,James Rollins,4.04,Ice Hunt by James Rollins
8398,"Strange Candy (Anita Blake, Vampire Hunter #0.5)",Laurell K. Hamilton,3.74,"Strange Candy (Anita Blake, Vampire Hunter #0.5) by Laurell K. Hamilton"
8399,First Among Equals,Jeffrey Archer,3.87,First Among Equals by Jeffrey Archer
8400,Black Holes and Baby Universes,Stephen Hawking,4.09,Black Holes and Baby Universes by Stephen Hawking
8401,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",Stephen R. Donaldson,3.78,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3) by Stephen R. Donaldson"
8402,"Archangel's Blade (Guild Hunter, #4)",Nalini Singh,4.26,"Archangel's Blade (Guild Hunter, #4) by Nalini Singh"
8403,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.09,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers by Will Durant
8404,The Gnostic Gospels,Elaine Pagels,3.93,The Gnostic Gospels by Elaine Pagels
8405,How to Talk to a Widower,Jonathan Tropper,3.97,How to Talk to a Widower by Jonathan Tropper
8406,"The Gods of Mars (Barsoom, #2)",Edgar Rice Burroughs,3.86,"The Gods of Mars (Barsoom, #2) by Edgar Rice Burroughs"
8407,"The Survivor (Mitch Rapp, #14)","Vince Flynn, Kyle Mills, Armand Schultz",4.2,"The Survivor (Mitch Rapp, #14) by Vince Flynn, Kyle Mills, Armand Schultz"
8408,Kiss of Snow (Psy-Changeling #10),Nalini Singh,4.47,Kiss of Snow (Psy-Changeling #10) by Nalini Singh
8409,An Untamed State,Roxane Gay,4.05,An Untamed State by Roxane Gay
8410,Breath,Tim Winton,3.8,Breath by Tim Winton
8411,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,American Psychiatric Association,3.87,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR by American Psychiatric Association
8412,"A Monstrous Regiment of Women (Mary Russell, #2)",Laurie R. King,4.04,"A Monstrous Regiment of Women (Mary Russell, #2) by Laurie R. King"
8413,"Alvin Journeyman (Tales of Alvin Maker, #4)",Orson Scott Card,3.72,"Alvin Journeyman (Tales of Alvin Maker, #4) by Orson Scott Card"
8414,"Rose Under Fire (Code Name Verity, #2)",Elizabeth Wein,4.13,"Rose Under Fire (Code Name Verity, #2) by Elizabeth Wein"
8415,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)","Kiyohiko Azuma, あずま きよひこ",4.34,"Yotsuba&!, Vol. 01 (Yotsuba&! #1) by Kiyohiko Azuma, あずま きよひこ"
8416,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,"Black Elk, John G. Neihardt",4.13,"Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux by Black Elk, John G. Neihardt"
8417,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",Ben Mezrich,3.5,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal by Ben Mezrich"
8418,"The Sleeping Doll (Kathryn Dance, #1)",Jeffery Deaver,3.92,"The Sleeping Doll (Kathryn Dance, #1) by Jeffery Deaver"
8419,"Dark Legend (Dark, #8)",Christine Feehan,4.33,"Dark Legend (Dark, #8) by Christine Feehan"
8420,"Batman: Hush, Vol. 1","Jeph Loeb, Jim Lee, Scott Williams",4.1,"Batman: Hush, Vol. 1 by Jeph Loeb, Jim Lee, Scott Williams"
8421,One Breath Away,Heather Gudenkauf,3.98,One Breath Away by Heather Gudenkauf
8422,The Devil's Punchbowl,Greg Iles,4.05,The Devil's Punchbowl by Greg Iles
8423,"Empress of the World (Battle Hall Davies, #1)",Sara Ryan,3.73,"Empress of the World (Battle Hall Davies, #1) by Sara Ryan"
8424,"Welcome to the Jungle (The Dresden Files, #0.5)",Jim Butcher,4.09,"Welcome to the Jungle (The Dresden Files, #0.5) by Jim Butcher"
8425,"Blackout (All Clear, #1)",Connie Willis,3.83,"Blackout (All Clear, #1) by Connie Willis"
8426,"A Blaze of Sun (A Shade of Vampire, #5)",Bella Forrest,4.15,"A Blaze of Sun (A Shade of Vampire, #5) by Bella Forrest"
8427,The Red Garden,Alice Hoffman,3.69,The Red Garden by Alice Hoffman
8428,Babar the King,Jean de Brunhoff,4.18,Babar the King by Jean de Brunhoff
8429,Ungifted,Gordon Korman,4.0,Ungifted by Gordon Korman
8430,Noises Off,Michael Frayn,4.18,Noises Off by Michael Frayn
8431,The Final Detail (Myron Bolitar #6),Harlan Coben,4.0,The Final Detail (Myron Bolitar #6) by Harlan Coben
8432,"Olympos (Ilium, #2)",Dan Simmons,3.93,"Olympos (Ilium, #2) by Dan Simmons"
8433,A History of the World in 6 Glasses,Tom Standage,3.74,A History of the World in 6 Glasses by Tom Standage
8434,The Sound of Glass,Karen   White,3.98,The Sound of Glass by Karen   White
8435,The Widow of the South,Robert Hicks,3.75,The Widow of the South by Robert Hicks
8436,Obsession,Jennifer L. Armentrout,4.15,Obsession by Jennifer L. Armentrout
8437,Courageous,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",4.53,"Courageous by Randy Alcorn, Alex Kendrick, Stephen Kendrick"
8438,The Magician's Elephant,"Kate DiCamillo, Yoko Tanaka",3.82,"The Magician's Elephant by Kate DiCamillo, Yoko Tanaka"
8439,Back When We Were Grownups,Anne Tyler,3.51,Back When We Were Grownups by Anne Tyler
8440,The Dead,James Joyce,4.09,The Dead by James Joyce
8441,قمر على سمرقند,"محمد المنسي قنديل, Mohamed Mansi Qandil",3.9,"قمر على سمرقند by محمد المنسي قنديل, Mohamed Mansi Qandil"
8442,"Convicted (Consequences, #3)",Aleatha Romig,4.38,"Convicted (Consequences, #3) by Aleatha Romig"
8443,"The Lost Saint (The Dark Divine, #2)",Bree Despain,4.04,"The Lost Saint (The Dark Divine, #2) by Bree Despain"
8444,Relentless,Dean Koontz,3.71,Relentless by Dean Koontz
8445,"Taliesin (The Pendragon Cycle, #1)",Stephen R. Lawhead,3.98,"Taliesin (The Pendragon Cycle, #1) by Stephen R. Lawhead"
8446,Basket Case,Carl Hiaasen,3.81,Basket Case by Carl Hiaasen
8447,المرحوم,حسن كمال,3.51,المرحوم by حسن كمال
8448,"The Memory of Earth (Homecoming, #1)",Orson Scott Card,3.56,"The Memory of Earth (Homecoming, #1) by Orson Scott Card"
8449,Wench,Dolen Perkins-Valdez,3.68,Wench by Dolen Perkins-Valdez
8450,"Curse the Dawn (Cassandra Palmer, #4)",Karen Chance,4.16,"Curse the Dawn (Cassandra Palmer, #4) by Karen Chance"
8451,Praying God's Word: Breaking Free From Spiritual Strongholds,Beth Moore,4.45,Praying God's Word: Breaking Free From Spiritual Strongholds by Beth Moore
8452,In the Skin of a Lion,Michael Ondaatje,3.88,In the Skin of a Lion by Michael Ondaatje
8453,Where There's Smoke,Jodi Picoult,3.56,Where There's Smoke by Jodi Picoult
8454,Jack: Straight from the Gut,"Jack Welch, John A. Byrne, Mike Barnicle",3.79,"Jack: Straight from the Gut by Jack Welch, John A. Byrne, Mike Barnicle"
8455,The Missing Piece Meets the Big O ,Shel Silverstein,4.32,The Missing Piece Meets the Big O  by Shel Silverstein
8456,Life is Elsewhere,"Milan Kundera, Aaron Asher",3.95,"Life is Elsewhere by Milan Kundera, Aaron Asher"
8457,Blessings,Anna Quindlen,3.56,Blessings by Anna Quindlen
8458,"Wicked Nights (Angels of the Dark, #1)",Gena Showalter,4.11,"Wicked Nights (Angels of the Dark, #1) by Gena Showalter"
8459,"Six's Legacy (Lorien Legacies: The Lost Files, #1)",Pittacus Lore,4.08,"Six's Legacy (Lorien Legacies: The Lost Files, #1) by Pittacus Lore"
8460,Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,4.2,Magic's Promise (Valdemar: Last Herald-Mage #2) by Mercedes Lackey
8461,Most Wanted,Lisa Scottoline,3.56,Most Wanted by Lisa Scottoline
8462,"Underworld (Abandon, #2)",Meg Cabot,3.89,"Underworld (Abandon, #2) by Meg Cabot"
8463,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,Mark Bittman,3.97,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes by Mark Bittman
8464,Coming Home,Rosamunde Pilcher,4.27,Coming Home by Rosamunde Pilcher
8465,"Glorious Appearing: The End of Days (Left Behind, #12)","Tim LaHaye, Jerry B. Jenkins",3.96,"Glorious Appearing: The End of Days (Left Behind, #12) by Tim LaHaye, Jerry B. Jenkins"
8466,ليتها تقرأ,خالد الباتلي,3.04,ليتها تقرأ by خالد الباتلي
8467,"Silken Prey (Lucas Davenport, #23)",John Sandford,4.16,"Silken Prey (Lucas Davenport, #23) by John Sandford"
8468,"Mad River (Virgil Flowers, #6)",John Sandford,4.17,"Mad River (Virgil Flowers, #6) by John Sandford"
8469,Hotel du Lac,Anita Brookner,3.56,Hotel du Lac by Anita Brookner
8470,"The Ghost Road (Regeneration, #3)",Pat Barker,4.11,"The Ghost Road (Regeneration, #3) by Pat Barker"
8471,Pudd'nhead Wilson,Mark Twain,3.74,Pudd'nhead Wilson by Mark Twain
8472,Metaphysics,"Aristotle, Joe Sachs",4.0,"Metaphysics by Aristotle, Joe Sachs"
8473,If You Find Me,Emily Murdoch,4.06,If You Find Me by Emily Murdoch
8474,"Native Tongue (Skink, #2)",Carl Hiaasen,3.94,"Native Tongue (Skink, #2) by Carl Hiaasen"
8475,The Persian Pickle Club,Sandra Dallas,3.78,The Persian Pickle Club by Sandra Dallas
8476,"My Soul to Save (Soul Screamers, #2)",Rachel Vincent,3.98,"My Soul to Save (Soul Screamers, #2) by Rachel Vincent"
8477,"The Worst Witch (Worst Witch, #1)",Jill Murphy,3.94,"The Worst Witch (Worst Witch, #1) by Jill Murphy"
8478,The Relatives Came,"Cynthia Rylant, Stephen Gammell",4.2,"The Relatives Came by Cynthia Rylant, Stephen Gammell"
8479,What I Loved,Siri Hustvedt,4.02,What I Loved by Siri Hustvedt
8480,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4)",Andrea Hirata,3.6,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4) by Andrea Hirata"
8481,Tilt,Ellen Hopkins,4.2,Tilt by Ellen Hopkins
8482,"Dragonheart (Pern, #21)",Todd J. McCaffrey,4.14,"Dragonheart (Pern, #21) by Todd J. McCaffrey"
8483,"Conquer Your Love (Surrender Your Love, #2)",J.C. Reed,4.01,"Conquer Your Love (Surrender Your Love, #2) by J.C. Reed"
8484,"Pearls of Lutra (Redwall, #9)",Brian Jacques,3.99,"Pearls of Lutra (Redwall, #9) by Brian Jacques"
8485,The Element: How Finding Your Passion Changes Everything,"Ken Robinson, Lou Aronica",3.89,"The Element: How Finding Your Passion Changes Everything by Ken Robinson, Lou Aronica"
8486,The Secret Chord,Geraldine Brooks,3.55,The Secret Chord by Geraldine Brooks
8487,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),Rick Riordan,4.31,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2) by Rick Riordan
8488,A Different Blue,Amy Harmon,4.22,A Different Blue by Amy Harmon
8489,Downtown Owl,Chuck Klosterman,3.53,Downtown Owl by Chuck Klosterman
8490,Halo: The Flood,William C. Dietz,3.69,Halo: The Flood by William C. Dietz
8491,"Antrax (Voyage of the Jerle Shannara, #2)",Terry Brooks,3.94,"Antrax (Voyage of the Jerle Shannara, #2) by Terry Brooks"
8492,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.24,Sailing Alone Around the Room: New and Selected Poems by Billy Collins
8493,"Once (Eve, #2)",Anna Carey,3.9,"Once (Eve, #2) by Anna Carey"
8494,"Into the Deep (Into the Deep, #1)",Samantha Young,4.09,"Into the Deep (Into the Deep, #1) by Samantha Young"
8495,"Mirror Dance (Vorkosigan Saga, #8)",Lois McMaster Bujold,4.32,"Mirror Dance (Vorkosigan Saga, #8) by Lois McMaster Bujold"
8496,Agnes and the Hitman,"Jennifer Crusie, Bob Mayer",3.93,"Agnes and the Hitman by Jennifer Crusie, Bob Mayer"
8497,Logicomix: An epic search for truth,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",4.01,"Logicomix: An epic search for truth by Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna"
8498,HHhH,Laurent Binet,4.07,HHhH by Laurent Binet
8499,The Residence: Inside the Private World of the White House,Kate Andersen Brower,3.75,The Residence: Inside the Private World of the White House by Kate Andersen Brower
8500,"Stone Cold Touch (The Dark Elements, #2)",Jennifer L. Armentrout,4.38,"Stone Cold Touch (The Dark Elements, #2) by Jennifer L. Armentrout"
8501,The Life List,Lori Nelson Spielman,4.08,The Life List by Lori Nelson Spielman
8502,"The Rising (Darkness Rising, #3)",Kelley Armstrong,4.13,"The Rising (Darkness Rising, #3) by Kelley Armstrong"
